Title,Upload Date,Module,Authors,Print Publication Date,DOI,ISBN,Sub-discipline,LINK,Site Module Name
Nuclear Physics: A Very Short Introduction,Jul-15,Science and Mathematics,Close,2015,10.1093/actrade/9780198718635.001.0001,9780198718635,"Science and Mathematics, Physics, Nuclear Physics, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198718635.001.0001/actrade-9780198718635,VSIO_SUBJECTS:SCI00010
Molecules: A Very Short Introduction,Apr-14,Science and Mathematics,Ball,2003,10.1093/actrade/9780192854308.001.0001,9780192854308,"Science and Mathematics, Chemistry, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780192854308.001.0001/actrade-9780192854308,VSIO_SUBJECTS:SCI00010
Galileo: A Very Short Introduction,Sep-13,Science and Mathematics,Drake,2001,10.1093/actrade/9780192854568.001.0001,9780192854568,"Science and Mathematics, History of Science and Technology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780192854568.001.0001/actrade-9780192854568,VSIO_SUBJECTS:SCI00010
Darwin: A Very Short Introduction,Feb-14,Science and Mathematics,Howard,2001,10.1093/actrade/9780192854544.001.0001,9780192854544,"Science and Mathematics, Biological Sciences, Evolutionary Biology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780192854544.001.0001/actrade-9780192854544,VSIO_SUBJECTS:SCI00010
Mathematics: A Very Short Introduction,Sep-13,Science and Mathematics,Gowers,2002,10.1093/actrade/9780192853615.001.0001,9780192853615,"Science and Mathematics, Mathematics, Pure Mathematics, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780192853615.001.0001/actrade-9780192853615,VSIO_SUBJECTS:SCI00010
The Brain: A Very Short Introduction,Sep-13,Science and Mathematics,O'Shea,2005,10.1093/actrade/9780192853929.001.0001,9780192853929,"Science and Mathematics, Neuroscience, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780192853929.001.0001/actrade-9780192853929,VSIO_SUBJECTS:SCI00010
Freud: A Very Short Introduction,Sep-13,Science and Mathematics,Storr,2001,10.1093/actrade/9780192854551.001.0001,9780192854551,"Science and Mathematics, Psychology, History and Systems in Psychology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780192854551.001.0001/actrade-9780192854551,VSIO_SUBJECTS:SCI00010
Particle Physics: A Very Short Introduction,Sep-13,Science and Mathematics,Close,2004,10.1093/actrade/9780192804341.001.0001,9780192804341,"Science and Mathematics, Physics, Particles and Fields, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780192804341.001.0001/actrade-9780192804341,VSIO_SUBJECTS:SCI00010
Crystallography,Mar-16,Science and Mathematics,Glazer,2016,10.1093/actrade/9780198717591.001.0001,9780198717591,"Science and Mathematics, Chemistry, Crystallography, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198717591.001.0001/actrade-9780198717591,VSIO_SUBJECTS:SCI00010
Social Psychology: A Very Short Introduction,Aug-15,Science and Mathematics,Crisp,2015,10.1093/actrade/9780198715511.001.0001,9780198715511,"Science and Mathematics, Psychology, Social Psychology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198715511.001.0001/actrade-9780198715511,VSIO_SUBJECTS:SCI00010
Chaos: A Very Short Introduction,Sep-13,Science and Mathematics,Smith,2007,10.1093/actrade/9780192853783.001.0001,9780192853783,"Science and Mathematics, Physics, Mathematical and Statistical Physics, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780192853783.001.0001/actrade-9780192853783,VSIO_SUBJECTS:SCI00010
Fossils: A Very Short Introduction,Sep-13,Science and Mathematics,Thomson,2005,10.1093/actrade/9780192805041.001.0001,9780192805041,"Science and Mathematics, Earth Sciences and Geography, Palaeontology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780192805041.001.0001/actrade-9780192805041,VSIO_SUBJECTS:SCI00010
Emotion: A Very Short Introduction,Sep-13,Science and Mathematics,Evans,2003,10.1093/actrade/9780192804617.001.0001,9780192804617,"Science and Mathematics, Psychology, Cognitive Psychology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780192804617.001.0001/actrade-9780192804617,VSIO_SUBJECTS:SCI00010
The History of Astronomy: A Very Short Introduction,Sep-13,Science and Mathematics,Hoskin,2003,10.1093/actrade/9780192803061.001.0001,9780192803061,"Science and Mathematics, Physics, Astronomy and Astrophysics, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780192803061.001.0001/actrade-9780192803061,VSIO_SUBJECTS:SCI00010
Dreaming: A Very Short Introduction,Sep-13,Science and Mathematics,Hobson,2005,10.1093/actrade/9780192802156.001.0001,9780192802156,"Science and Mathematics, Psychology, Cognitive Psychology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780192802156.001.0001/actrade-9780192802156,VSIO_SUBJECTS:SCI00010
Evolution: A Very Short Introduction,Sep-13,Science and Mathematics,"Charlesworth, Charlesworth",2003,10.1093/actrade/9780192802514.001.0001,9780192802514,"Science and Mathematics, Biological Sciences, Evolutionary Biology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780192802514.001.0001/actrade-9780192802514,VSIO_SUBJECTS:SCI00010
Superconductivity: A Very Short Introduction,Sep-13,Science and Mathematics,Blundell,2009,10.1093/actrade/9780199540907.001.0001,9780199540907,"Science and Mathematics, Physics, Condensed Matter Physics, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199540907.001.0001/actrade-9780199540907,VSIO_SUBJECTS:SCI00010
Newton: A Very Short Introduction,Sep-13,Science and Mathematics,Iliffe,2007,10.1093/actrade/9780199298037.001.0001,9780199298037,"Science and Mathematics, History of Science and Technology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199298037.001.0001/actrade-9780199298037,VSIO_SUBJECTS:SCI00010
Anxiety: A Very Short Introduction,Sep-13,Science and Mathematics,"Freeman, Freeman",2012,10.1093/actrade/9780199567157.001.0001,9780199567157,"Science and Mathematics, Psychology, Clinical Psychology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199567157.001.0001/actrade-9780199567157,VSIO_SUBJECTS:SCI00010
Landscapes and Geomorphology: A Very Short Introduction,Sep-13,Science and Mathematics,"Goudie, Viles",2010,10.1093/actrade/9780199565573.001.0001,9780199565573,"Science and Mathematics, Earth Sciences and Geography, Physical Geography and Topography, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199565573.001.0001/actrade-9780199565573,VSIO_SUBJECTS:SCI00010
Mountains: A Very Short Introduction,Sep-15,Science and Mathematics,Price,2015,10.1093/actrade/9780199695881.001.0001,9780199695881,"Science and Mathematics, Earth Sciences and Geography, Physical Geography and Topography, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199695881.001.0001/actrade-9780199695881,VSIO_SUBJECTS:SCI00010
Numbers: A Very Short Introduction,Sep-13,Science and Mathematics,Higgins,2011,10.1093/actrade/9780199584055.001.0001,9780199584055,"Science and Mathematics, Mathematics, Pure Mathematics, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199584055.001.0001/actrade-9780199584055,VSIO_SUBJECTS:SCI00010
Engineering: A Very Short Introduction,Sep-13,Science and Mathematics,Blockley,2012,10.1093/actrade/9780199578696.001.0001,9780199578696,"Science and Mathematics, Engineering and Technology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199578696.001.0001/actrade-9780199578696,VSIO_SUBJECTS:SCI00010
The Ice Age: A Very Short Introduction,Jan-14,Science and Mathematics,Woodward,2014,10.1093/actrade/9780199580699.001.0001,9780199580699,"Science and Mathematics, Earth Sciences and Geography, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199580699.001.0001/actrade-9780199580699,VSIO_SUBJECTS:SCI00010
Weather: A Very Short Introduction,Jan-17,Science and Mathematics,Dunlop,2017,10.1093/actrade/9780199571314.001.0001,9780199571314,"Science and Mathematics, Earth Sciences and Geography, Meteorology and Climatology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199571314.001.0001/actrade-9780199571314,VSIO_SUBJECTS:SCI00010
The Scientific Revolution: A Very Short Introduction,Sep-13,Science and Mathematics,Principe,2011,10.1093/actrade/9780199567416.001.0001,9780199567416,"Science and Mathematics, History of Science and Technology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199567416.001.0001/actrade-9780199567416,VSIO_SUBJECTS:SCI00010
Deserts: A Very Short Introduction,Sep-13,Science and Mathematics,Middleton,2009,10.1093/actrade/9780199564309.001.0001,9780199564309,"Science and Mathematics, Earth Sciences and Geography, Physical Geography and Topography, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199564309.001.0001/actrade-9780199564309,VSIO_SUBJECTS:SCI00010
Radioactivity: A Very Short Introduction,Sep-13,Science and Mathematics,Tuniz,2012,10.1093/actrade/9780199692422.001.0001,9780199692422,"Science and Mathematics, Physics, Nuclear Physics, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199692422.001.0001/actrade-9780199692422,VSIO_SUBJECTS:SCI00010
The Antarctic: A Very Short Introduction,Sep-13,Science and Mathematics,Dodds,2012,10.1093/actrade/9780199697687.001.0001,9780199697687,"Science and Mathematics, Earth Sciences and Geography, Regional Geography, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199697687.001.0001/actrade-9780199697687,VSIO_SUBJECTS:SCI00010
Oceans: A Very Short Introduction,Jul-17,Science and Mathematics,Stow,2017,10.1093/actrade/9780199655076.001.0001,9780199655076,"Science and Mathematics, Earth Sciences and Geography, Oceanography and Hydrology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199655076.001.0001/actrade-9780199655076,VSIO_SUBJECTS:SCI00010
Child Psychology: A Very Short Introduction,Nov-14,Science and Mathematics,Goswami,2014,10.1093/actrade/9780199646593.001.0001,9780199646593,"Science and Mathematics, Psychology, Developmental Psychology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199646593.001.0001/actrade-9780199646593,VSIO_SUBJECTS:SCI00010
Complexity: A Very Short Introduction,Jul-14,Science and Mathematics,Holland,2014,10.1093/actrade/9780199662548.001.0001,9780199662548,"Science and Mathematics, Mathematics, Applied Mathematics, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199662548.001.0001/actrade-9780199662548,VSIO_SUBJECTS:SCI00010
Happiness: A Very Short Introduction,Sep-13,Science and Mathematics,Haybron,2013,10.1093/actrade/9780199590605.001.0001,9780199590605,"Science and Mathematics, Psychology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199590605.001.0001/actrade-9780199590605,VSIO_SUBJECTS:SCI00010
Artificial Intelligence: A Very Short Introduction,Aug-18,Science and Mathematics,Boden,2018,10.1093/actrade/9780199602919.001.0001,9780199602919,"Science and Mathematics, Computer Science, Artificial Intelligence, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199602919.001.0001/actrade-9780199602919,VSIO_SUBJECTS:SCI00010
The History of Mathematics: A Very Short Introduction,Sep-13,Science and Mathematics,Stedall,2012,10.1093/actrade/9780199599684.001.0001,9780199599684,"Science and Mathematics, Mathematics, History of Mathematics, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199599684.001.0001/actrade-9780199599684,VSIO_SUBJECTS:SCI00010
Developmental Biology: A Very Short Introduction,Sep-13,Science and Mathematics,Wolpert,2011,10.1093/actrade/9780199601196.001.0001,9780199601196,"Science and Mathematics, Biological Sciences, Developmental Biology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199601196.001.0001/actrade-9780199601196,VSIO_SUBJECTS:SCI00010
Magnetism: A Very Short Introduction,Sep-13,Science and Mathematics,Blundell,2012,10.1093/actrade/9780199601202.001.0001,9780199601202,"Science and Mathematics, Physics, Electromagnetism, Optics, and Acoustics, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199601202.001.0001/actrade-9780199601202,VSIO_SUBJECTS:SCI00010
The Animal Kingdom: A Very Short Introduction,Sep-13,Science and Mathematics,Holland,2011,10.1093/actrade/9780199593217.001.0001,9780199593217,"Science and Mathematics, Biological Sciences, Zoology and Animal Sciences, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199593217.001.0001/actrade-9780199593217,VSIO_SUBJECTS:SCI00010
Rivers: A Very Short Introduction,Sep-13,Science and Mathematics,Middleton,2012,10.1093/actrade/9780199588671.001.0001,9780199588671,"Science and Mathematics, Earth Sciences and Geography, Physical Geography and Topography, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199588671.001.0001/actrade-9780199588671,VSIO_SUBJECTS:SCI00010
Robotics: A Very Short Introduction,Sep-13,Science and Mathematics,Winfield,2012,10.1093/actrade/9780199695980.001.0001,9780199695980,"Science and Mathematics, Computer Science, Robotics, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199695980.001.0001/actrade-9780199695980,VSIO_SUBJECTS:SCI00010
Microbiology: A Very Short Introduction,Dec-14,Science and Mathematics,Money,2014,10.1093/actrade/9780199681686.001.0001,9780199681686,"Science and Mathematics, Biological Sciences, Microbiology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199681686.001.0001/actrade-9780199681686,VSIO_SUBJECTS:SCI00010
Physical Chemistry: A Very Short Introduction,Apr-14,Science and Mathematics,Atkins,2014,10.1093/actrade/9780199689095.001.0001,9780199689095,"Science and Mathematics, Chemistry, Physical Chemistry, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199689095.001.0001/actrade-9780199689095,VSIO_SUBJECTS:SCI00010
Genes: A Very Short Introduction,Sep-14,Science and Mathematics,Slack,2014,10.1093/actrade/9780199676507.001.0001,9780199676507,"Science and Mathematics, Biological Sciences, Genetics and Genomics, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199676507.001.0001/actrade-9780199676507,VSIO_SUBJECTS:SCI00010
Structural Engineering: A Very Short Introduction,Sep-14,Science and Mathematics,Blockley,2014,10.1093/actrade/9780199671939.001.0001,9780199671939,"Science and Mathematics, Engineering and Technology, Engineering (General), null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199671939.001.0001/actrade-9780199671939,VSIO_SUBJECTS:SCI00010
Materials: A Very Short Introduction,Oct-14,Science and Mathematics,Hall,2014,10.1093/actrade/9780199672677.001.0001,9780199672677,"Science and Mathematics, Materials Science, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199672677.001.0001/actrade-9780199672677,VSIO_SUBJECTS:SCI00010
Teeth: A Very Short Introduction,Mar-14,Science and Mathematics,Ungar,2014,10.1093/actrade/9780199670598.001.0001,9780199670598,"Science and Mathematics, Biological Sciences, Evolutionary Biology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199670598.001.0001/actrade-9780199670598,VSIO_SUBJECTS:SCI00010
Chemistry: A Very Short Introduction,Feb-15,Science and Mathematics,Atkins,2015,10.1093/actrade/9780199683970.001.0001,9780199683970,"Science and Mathematics, Chemistry, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199683970.001.0001/actrade-9780199683970,VSIO_SUBJECTS:SCI00010
Information: A Very Short Introduction,Sep-13,Science and Mathematics,Floridi,2010,10.1093/actrade/9780199551378.001.0001,9780199551378,"Science and Mathematics, Computer Science, Mathematical Theory of Computation, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199551378.001.0001/actrade-9780199551378,VSIO_SUBJECTS:SCI00010
Depression: A Very Short Introduction,Jan-17,Science and Mathematics,"Tacchi, Scott",2017,10.1093/actrade/9780199558650.001.0001,9780199558650,"Science and Mathematics, Psychology, Clinical Psychology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199558650.001.0001/actrade-9780199558650,VSIO_SUBJECTS:SCI00010
Forensic Psychology: A Very Short Introduction,Sep-13,Science and Mathematics,Canter,2010,10.1093/actrade/9780199550203.001.0001,9780199550203,"Science and Mathematics, Psychology, Criminal and Forensic Psychology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199550203.001.0001/actrade-9780199550203,VSIO_SUBJECTS:SCI00010
Bacteria: A Very Short Introduction,Sep-13,Science and Mathematics,Amyes,2013,10.1093/actrade/9780199578764.001.0001,9780199578764,"Science and Mathematics, Biological Sciences, Microbiology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199578764.001.0001/actrade-9780199578764,VSIO_SUBJECTS:SCI00010
Astrobiology: A Very Short Introduction,Oct-13,Science and Mathematics,Catling,2013,10.1093/actrade/9780199586455.001.0001,9780199586455,"Science and Mathematics, Earth Sciences and Geography, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199586455.001.0001/actrade-9780199586455,VSIO_SUBJECTS:SCI00010
Sleep: A Very Short Introduction,Sep-13,Science and Mathematics,"Lockley, Foster",2012,10.1093/actrade/9780199587858.001.0001,9780199587858,"Science and Mathematics, Psychology, Cognitive Psychology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199587858.001.0001/actrade-9780199587858,VSIO_SUBJECTS:SCI00010
Plants: A Very Short Introduction,Sep-13,Science and Mathematics,Walker,2012,10.1093/actrade/9780199584062.001.0001,9780199584062,"Science and Mathematics, Biological Sciences, Plant Sciences and Forestry, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199584062.001.0001/actrade-9780199584062,VSIO_SUBJECTS:SCI00010
The Computer: A Very Short Introduction,Sep-13,Science and Mathematics,Ince,2011,10.1093/actrade/9780199586592.001.0001,9780199586592,"Science and Mathematics, Computing, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199586592.001.0001/actrade-9780199586592,VSIO_SUBJECTS:SCI00010
Civil Engineering: A Very Short Introduction,Sep-13,Science and Mathematics,Muir Wood,2012,10.1093/actrade/9780199578634.001.0001,9780199578634,"Science and Mathematics, Engineering and Technology, Civil Engineering, Surveying, and Building, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199578634.001.0001/actrade-9780199578634,VSIO_SUBJECTS:SCI00010
The Cell: A Very Short Introduction,Sep-13,Science and Mathematics,"Allen, Cowling",2011,10.1093/actrade/9780199578757.001.0001,9780199578757,"Science and Mathematics, Biological Sciences, Molecular and Cell Biology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199578757.001.0001/actrade-9780199578757,VSIO_SUBJECTS:SCI00010
The Periodic Table: A Very Short Introduction,Sep-13,Science and Mathematics,Scerri,2011,10.1093/actrade/9780199582495.001.0001,9780199582495,"Science and Mathematics, Chemistry, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199582495.001.0001/actrade-9780199582495,VSIO_SUBJECTS:SCI00010
Michael Faraday: A Very Short Introduction,Sep-13,Science and Mathematics,James,2010,10.1093/actrade/9780199574315.001.0001,9780199574315,"Science and Mathematics, History of Science and Technology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199574315.001.0001/actrade-9780199574315,VSIO_SUBJECTS:SCI00010
Glaciation: A Very Short Introduction,Oct-18,Science and Mathematics,Evans,2018,10.1093/actrade/9780198745853.001.0001,9780198745853,"Science and Mathematics, Earth Sciences and Geography, Physical Geography and Topography, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198745853.001.0001/actrade-9780198745853,VSIO_SUBJECTS:SCI00010
Anthropocene: A Very Short Introduction,Mar-18,Science and Mathematics,Ellis,2018,10.1093/actrade/9780198792987.001.0001,9780198792987,"Science and Mathematics, Earth Sciences and Geography, Environmental Geography, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198792987.001.0001/actrade-9780198792987,VSIO_SUBJECTS:SCI00010
Telescopes: A Very Short Introduction,Dec-16,Science and Mathematics,Cottrell,2016,10.1093/actrade/9780198745860.001.0001,9780198745860,"Science and Mathematics, Engineering and Technology, History of Engineering and Technology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198745860.001.0001/actrade-9780198745860,VSIO_SUBJECTS:SCI00010
The Periodic Table: A Very Short Introduction,Jul-19,Science and Mathematics,Scerri,2019,10.1093/actrade/9780198842323.001.0001,9780198842323,"Science and Mathematics, Chemistry, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198842323.001.0001/actrade-9780198842323,VSIO_SUBJECTS:SCI00010
Energy Systems: A Very Short Introduction,Nov-19,Science and Mathematics,Jenkins,2019,10.1093/actrade/9780198813927.001.0001,9780198813927,"Science and Mathematics, Engineering and Technology, Energy Technology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198813927.001.0001/actrade-9780198813927,VSIO_SUBJECTS:SCI00010
Matter: A Very Short Introduction,Mar-19,Science and Mathematics,Cottrell,2019,10.1093/actrade/9780198806547.001.0001,9780198806547,"Science and Mathematics, Physics, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198806547.001.0001/actrade-9780198806547,VSIO_SUBJECTS:SCI00010
Heredity: A Very Short Introduction,Aug-17,Science and Mathematics,Waller,2017,10.1093/actrade/9780198790457.001.0001,9780198790457,"Science and Mathematics, Biological Sciences, Genetics and Genomics, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198790457.001.0001/actrade-9780198790457,VSIO_SUBJECTS:SCI00010
Evolution: A Very Short Introduction,Jun-17,Science and Mathematics,"Charlesworth, Charlesworth",2017,10.1093/actrade/9780198804369.001.0001,9780198804369,"Science and Mathematics, Biological Sciences, Evolutionary Biology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198804369.001.0001/actrade-9780198804369,VSIO_SUBJECTS:SCI00010
Physics: A Very Short Introduction,Jul-19,Science and Mathematics,Perkowitz,2019,10.1093/actrade/9780198813941.001.0001,9780198813941,"Science and Mathematics, Physics, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198813941.001.0001/actrade-9780198813941,VSIO_SUBJECTS:SCI00010
Geophysics: A Very Short Introduction,Mar-18,Science and Mathematics,Lowrie,2018,10.1093/actrade/9780198792956.001.0001,9780198792956,"Science and Mathematics, Earth Sciences and Geography, Geophysics, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198792956.001.0001/actrade-9780198792956,VSIO_SUBJECTS:SCI00010
Genomics: A Very Short Introduction,Mar-18,Science and Mathematics,Archibald,2018,10.1093/actrade/9780198786207.001.0001,9780198786207,"Science and Mathematics, Biological Sciences, Genetics and Genomics, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198786207.001.0001/actrade-9780198786207,VSIO_SUBJECTS:SCI00010
Cognitive Neuroscience: A Very Short Introduction,Sep-16,Science and Mathematics,Passingham,2016,10.1093/actrade/9780198786221.001.0001,9780198786221,"Science and Mathematics, Neuroscience, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198786221.001.0001/actrade-9780198786221,VSIO_SUBJECTS:SCI00010
Applied Mathematics: A Very Short Introduction,Feb-18,Science and Mathematics,Goriely,2018,10.1093/actrade/9780198754046.001.0001,9780198754046,"Science and Mathematics, Mathematics, Applied Mathematics, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198754046.001.0001/actrade-9780198754046,VSIO_SUBJECTS:SCI00010
Infinity: A Very Short Introduction,Mar-17,Science and Mathematics,Stewart,2017,10.1093/actrade/9780198755234.001.0001,9780198755234,"Science and Mathematics, Mathematics, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198755234.001.0001/actrade-9780198755234,VSIO_SUBJECTS:SCI00010
Organic Chemistry: A Very Short Introduction,Mar-17,Science and Mathematics,Patrick,2017,10.1093/actrade/9780198759775.001.0001,9780198759775,"Science and Mathematics, Chemistry, Organic Chemistry, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198759775.001.0001/actrade-9780198759775,VSIO_SUBJECTS:SCI00010
Clinical Psychology: A Very Short Introduction,Apr-17,Science and Mathematics,"Llewelyn, Aafjes-van Doorn",2017,10.1093/actrade/9780198753896.001.0001,9780198753896,"Science and Mathematics, Psychology, Clinical Psychology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198753896.001.0001/actrade-9780198753896,VSIO_SUBJECTS:SCI00010
Astrophysics: A Very Short Introduction,Mar-16,Science and Mathematics,Binney,2016,10.1093/actrade/9780198752851.001.0001,9780198752851,"Science and Mathematics, Physics, Astronomy and Astrophysics, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198752851.001.0001/actrade-9780198752851,VSIO_SUBJECTS:SCI00010
Measurement: A Very Short Introduction,Oct-16,Science and Mathematics,Hand,2016,10.1093/actrade/9780198779568.001.0001,9780198779568,"Science and Mathematics, Physics, Measurement Science, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198779568.001.0001/actrade-9780198779568,VSIO_SUBJECTS:SCI00010
Water: A Very Short Introduction,Aug-15,Science and Mathematics,Finney,2015,10.1093/actrade/9780198708728.001.0001,9780198708728,"Science and Mathematics, Chemistry, Physical Chemistry, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198708728.001.0001/actrade-9780198708728,VSIO_SUBJECTS:SCI00010
Sound: A Very Short Introduction,Dec-15,Science and Mathematics,Goldsmith,2015,10.1093/actrade/9780198708445.001.0001,9780198708445,"Science and Mathematics, Physics, Electromagnetism, Optics, and Acoustics, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198708445.001.0001/actrade-9780198708445,VSIO_SUBJECTS:SCI00010
Microscopy: A Very Short Introduction,May-15,Science and Mathematics,Allen,2015,10.1093/actrade/9780198701262.001.0001,9780198701262,"Science and Mathematics, Biological Sciences, Microbiology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198701262.001.0001/actrade-9780198701262,VSIO_SUBJECTS:SCI00010
The Atmosphere: A Very Short Introduction,Mar-17,Science and Mathematics,Palmer,2017,10.1093/actrade/9780198722038.001.0001,9780198722038,"Science and Mathematics, Earth Sciences and Geography, Atmospheric Sciences, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198722038.001.0001/actrade-9780198722038,VSIO_SUBJECTS:SCI00010
Autism: A Very Short Introduction,Sep-13,Science and Mathematics,Frith,2008,10.1093/actrade/9780199207565.001.0001,9780199207565,"Science and Mathematics, Psychology, Developmental Psychology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199207565.001.0001/actrade-9780199207565,VSIO_SUBJECTS:SCI00010
Copernicus: A Very Short Introduction,Aug-16,Science and Mathematics,Gingerich,2016,10.1093/actrade/9780199330966.001.0001,9780199330966,"Science and Mathematics, Physics, History of Physics, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199330966.001.0001/actrade-9780199330966,VSIO_SUBJECTS:SCI00010
Statistics: A Very Short Introduction,Sep-13,Science and Mathematics,Hand,2008,10.1093/actrade/9780199233564.001.0001,9780199233564,"Science and Mathematics, Mathematics, Probability and Statistics, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199233564.001.0001/actrade-9780199233564,VSIO_SUBJECTS:SCI00010
Geography: A Very Short Introduction,Sep-13,Science and Mathematics,"Matthews, Herbert",2008,10.1093/actrade/9780199211289.001.0001,9780199211289,"Science and Mathematics, Earth Sciences and Geography, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199211289.001.0001/actrade-9780199211289,VSIO_SUBJECTS:SCI00010
The History of Life: A Very Short Introduction,Sep-13,Science and Mathematics,Benton,2008,10.1093/actrade/9780199226320.001.0001,9780199226320,"Science and Mathematics, Earth Sciences and Geography, Palaeontology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199226320.001.0001/actrade-9780199226320,VSIO_SUBJECTS:SCI00010
Emotion: A Very Short Introduction,Sep-19,Science and Mathematics,Evans,2019,10.1093/actrade/9780198834403.001.0001,9780198834403,"Science and Mathematics, Psychology, Cognitive Psychology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198834403.001.0001/actrade-9780198834403,VSIO_SUBJECTS:SCI00010
Relativity: A Very Short Introduction,Sep-13,Science and Mathematics,Stannard,2008,10.1093/actrade/9780199236220.001.0001,9780199236220,"Science and Mathematics, Physics, Relativity and Gravitation, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199236220.001.0001/actrade-9780199236220,VSIO_SUBJECTS:SCI00010
